Playbook Path,Play Name,Task Name,duplicated code,complex playbook,high playbook coupling,Large Playbook,Unnecessary set_fact,Overriding facts,Incohesive Playbook,Unecessary Abstraction ,Insufficient Modularization,Inconsistent Naming Convention ,Large Play,Unnamed Play,Large Task,Long Task Name
,,Rename Var Dir,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Replace Old/New IWORX-META Files,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Replace Old/New IWORX-META File Contents (Username),#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Mask Email@Domain Collisions,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Replace Old/New IWORX-META File Contents (Domain),#,#,#,#,#,#,#,#,#,#,#,#,0,0
,, Unmask Email@Domain Collisions,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Replace Old/New IWORX-META File Contents (Temp Domain),#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Get the IP Map MD5,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Create the New IP Map MD5 File,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Move Base Uniqname Dir To New,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Create New Import Tarball,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Remove Workdir,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/CentOS-PaaS-SIG/linchpin/blob/master/linchpin/provision/roles/gather_resources/tasks/wait_on_os_heat.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,waiting on each job id,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Append outputitem to topology_outputs,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/ansible/ansible-examples/blob/master/mongodb/roles/mongoc/tasks/main.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Create data directory for mongoc configuration server,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Create the mongo configuration server startup file,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Create the mongo configuration server file,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Copy the keyfile for authentication,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Start the mongo configuration server service,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,pause,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,add the admin user,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/CentOS-PaaS-SIG/linchpin/blob/master/linchpin/provision/roles/openstack/tasks/provision_os_zone.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,provision/deprovision os_zone,#,#,#,#,#,#,#,#,#,#,#,#,1,0
,,Append outputitem to topology_outputs,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/openstack/tripleo-ansible/blob/master/tripleo_ansible/roles/tripleo_nova_compute/tasks/upgrade.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Inlcude update tasks to upgrade Nova Libvirt,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/shadow-robot/aurora/blob/master/ansible/roles/products/common/docker-container/tasks/main.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Getting UID,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Reinstall docker container,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Don't reinstall docker container,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/OpenConext/Stepup-Deploy/blob/master/roles/stepup-azure-mfa/tasks/main.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Put parameters.yaml,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Put .env file,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Put institutions.yaml from environment,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Deploy Symfony component,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Put images from <env>/files/stepup-app into web/images,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Write Azure-MFA GSSP SP certificate,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Write Azure-MFA GSSP IdP certificate,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Write Azure-MFA GSSP IdP private key,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Activate Symfony component,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Clean old releases,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/usegalaxy-eu/infrastructure-playbook/blob/master/roles/hxr.galaxy-nonreproducible-tools/tasks/main.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Clone repository,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/Cloudbox/Cloudbox/blob/master/roles/settings/tasks/main2.yml,,,0,0,1,0,0,0,0,0,0,0,#,#,#,#
,,Settings | Copy,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Settings | Decrypt,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Settings | Migrator,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Settings | Updater,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Settings | Re-encrypt,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/henrysher/fedora-infra-ansible/blob/master/roles/abrt/retrace/tasks/usefafpkgs.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,check if faf installed,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,add user retrace to faf db,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,ACL for user retrace,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,, default ACL for user retrace,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,check for hardlink dir,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,make dir for hardlinks,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/dimagi/commcare-cloud/blob/master/src/commcare_cloud/ansible/roles/nginx/tasks/dropsite.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Include site vars if they exist,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Drop site configuration,#,#,#,#,#,#,#,#,#,#,#,#,0,0
